Source,Target,Weight
stephen's mezcal negroni,rosso/rouge,1.01442
stephen's mezcal negroni,campari bitter liqueur,0.50721
stephen's mezcal negroni,zucca rabarbaro marca depositata specialita dal 1845,0.50721
longy's manhattan,jameson irish whiskey,1.52163
longy's manhattan,ardbeg 5yo wee bestie,1.01442
longy's manhattan,rosso/rouge,1.01442
longy's manhattan,angostura aromatic bitters,0.5
stuart's honey bee,white/gold 1-3 year old mellow light rum,2.02884
stuart's honey bee,honey syrup,0.50721
stuart's honey bee,orange juice,0.253605
stuart's honey bee,limoncello liqueur,0.50721
david's jungle bird,pineapple juice,1.01442
david's jungle bird,campari bitter liqueur,0.760815
david's jungle bird,lime juice,0.50721
david's jungle bird,maple syrup,0.50721
david's jungle bird,spiced rum,1.52163
yuzu tart,vodka,0.67628
yuzu tart,green tea liqueur,0.16907
yuzu tart,yuzu juice,0.67628
yuzu tart,orange blossom honey,0.33814
sir lawrence,remy martin vsop mature cask finish cognac,2.02884
sir lawrence,grand marnier liqueur,0.50721
the right word cocktail,lime juice,1.01442
the right word cocktail,bombay sapphire gin,1.01442
the right word cocktail,lillet blanc,1.01442
the right word cocktail,st-germain elderflower liqueur,1.01442
jacqueline's joy division,gin,2.02884
jacqueline's joy division,dry vermouth,1.01442
jacqueline's joy division,triple sec liqueur,0.50721
jacqueline's joy division,olive brine,0.5
jacqueline's joy division,lime oleo saccharum,0.5
jacqueline's joy division,root ginger,0.5
jacqueline's joy division,angelique absinthe,0.25
bad hombre,mezcal,1.01442
bad hombre,averna amaro,1.01442
bad hombre,campari bitter liqueur,1.01442
stephen's white fur jacket riff,mezcal,1.52163
stephen's white fur jacket riff,dolin dry vermouth de chambery,1.01442
stephen's white fur jacket riff,luxardo bitter bianco liqueur,0.50721
italian greyhound,gin,2.02884
italian greyhound,grapefruit juice,4.05768
italian greyhound,bittersweet orange-red aperitivo,1.01442
carda-rye sour,lot 40 rye whisky,1.52163
carda-rye sour,cardamaro amaro,1.01442
carda-rye sour,lemon juice,0.760815
carda-rye sour,'simple' sugar syrup,0.33814
carda-rye sour,angostura aromatic bitters,0.75
angela's manhattan (sweet),bourbon whiskey,2.02884
angela's manhattan (sweet),angostura or other aromatic bitters,0.25
angela's manhattan (sweet),rosso/rouge,2.02884
youz gin,bombay sapphire gin,2.02884
youz gin,yuzu bitters,1
youz gin,dolin dry vermouth de chambery,0.50721
richard's old fashioned cocktail (difford's repe),bourbon whiskey,2.02884
richard's old fashioned cocktail (difford's repe),orange,1.5
richard's old fashioned cocktail (difford's repe),'simple' sugar syrup,0.50721
richard's old fashioned cocktail (difford's repe),angostura aromatic bitters,0.75
anthony's french 77 cocktail,prosecco sparkling wine,2.02884
anthony's french 77 cocktail,sipsmith london dry gin,1.52163
anthony's french 77 cocktail,triple sec liqueur,0.760815
anthony's french 77 cocktail,lemon juice,1.01442
anthony's french 77 cocktail,orange bitters,0.5
that's bananas,havana club 7yo rum,1.52163
that's bananas,bols banana liqueur,1.01442
that's bananas,double cream / heavy cream,1.01442
flat n' sassy,italian brandy,1.52163
flat n' sassy,rosso/rouge,1.01442
flat n' sassy,sugar syrup,0.50721
flat n' sassy,rothman & winter crème de violette liqueur,0.253605
flat n' sassy,orange bitters by angostura,0.5
saffronita,patrón reposado tequila,1.52163
saffronita,grand marnier liqueur,0.760815
saffronita,lime juice,0.760815
saffronita,saffron & honey syrup,0.50721
saffronita,orange bitters by angostura,0.25
salted caramel alexander,caramel flavoured vodka,1.52163
salted caramel alexander,baileys irish cream liqueur,1.52163
salted caramel alexander,single cream / half-and-half,0.50721
e&j's naked & famous,mezcal,0.760815
e&j's naked & famous,bittersweet orange-red aperitivo,0.760815
e&j's naked & famous,lime juice,0.760815
e&j's naked & famous,falernum liqueur,0.760815
jay's ginger snap,gin,1.01442
jay's ginger snap,ginger liqueur,0.50721
jay's ginger snap,triple sec liqueur,0.50721
jay's ginger snap,lemon juice,0.50721
jay's ginger snap,angostura or other aromatic bitters,0.25
jay's ginger snap,ginger ale,2.02884
peanut butter falcon,peanut butter whiskey,2.02884
peanut butter falcon,campari bitter liqueur,0.50721
peanut butter falcon,bittermens xocolatl mole bitters,0.5
pink panther,vodka,2.02884
pink panther,monin grenadine syrup,0.33814
pink panther,licor 43 original liqueur,1.35256
pink panther,milk,3.3814
new spain cocktail,del maguey vida mezcal,1.01442
new spain cocktail,fino sherry,2.02884
new spain cocktail,lime juice,0.760815
new spain cocktail,root ginger,0.1
new spain cocktail,agave syrup,0.50721
new spain cocktail,freshly grated nutmeg,0.2
kragerø resort,vodka,1.52163
kragerø resort,cointreau triple sec liqueur,0.50721
kragerø resort,angostura aromatic bitters,1
kragerø resort,tangerine / mandarin / clementine,4
kragerø resort,lemon juice,0.50721
kragerø resort,fever-tree premium indian tonic water,1.18349
chris's ultima palabra,mezcal,0.760815
chris's ultima palabra,maraschino liqueur,0.760815
chris's ultima palabra,pineapple juice,0.760815
chris's ultima palabra,lime juice,0.760815
chris's ultima palabra,chilled water,0.33814
chris's ultima palabra,mint leaves,8
chris's ultima palabra,orange bitters by angostura,0.5
chris's ultima palabra,green,0.50721
underwood,rosso/rouge,1.52163
underwood,angostura or other aromatic bitters,0.25
underwood,knob creek single barrel reserve,1.52163
mr. roboto,cognac,2.02884
mr. roboto,sesame oil,0.5
mr. roboto,root ginger,0.2
mr. roboto,rosso/rouge,1.01442
mr. roboto,angostura aromatic bitters,0.25
abby's taking flight,gin,1.775235
abby's taking flight,lemon juice,0.50721
abby's taking flight,crème de cassis liqueur,0.253605
abby's taking flight,cherry heering cherry brandy liqueur,0.50721
mark's blood and sand (difford's recipe),blended scotch whisky,1.01442
mark's blood and sand (difford's recipe),cherry heering cherry brandy liqueur,1.01442
mark's blood and sand (difford's recipe),orange juice,1.01442
mark's blood and sand (difford's recipe),rosso/rouge,1.01442
spiced brandy milk punch,spanish brandy,2.02884
spiced brandy milk punch,spiced rum,1.01442
spiced brandy milk punch,sugar syrup,1.01442
spiced brandy milk punch,milk,4.05768
spiced brandy milk punch,vanilla extract,0.25
spiced brandy milk punch,cinnamon powder,0.0353
maple hickory negroni,gin,1.01442
maple hickory negroni,italian red bitter liqueur,1.01442
maple hickory negroni,rosso/rouge,1.01442
maple hickory negroni,maple syrup,0.5
vieux pays,bourbon whiskey,1.01442
vieux pays,cognac,1.01442
vieux pays,bénédictine d.o.m.,0.253605
vieux pays,green,0.253605
vieux pays,rosso/rouge,0.50721
vieux pays,dry vermouth,0.50721
vieux pays,peychaud's aromatic bitters,0.25
vieux pays,angostura aromatic bitters,0.25
legno fumante (smoking wood),la fée parisienne absinthe,0.50721
legno fumante (smoking wood),port askaig 100 proof islay single malt scotch whisky,1.01442
legno fumante (smoking wood),carpano antica formula vermouth,1.01442
legno fumante (smoking wood),angostura aromatic bitters,0.5
legno fumante (smoking wood),clear apple juice,1.52163
bananitta,banana juice drink,1.35256
bananitta,le sirop de monin noisette / hazelnut sugar syrup,0.33814
bananitta,bacardi carta blanca light rum,1.35256
bananitta,lemon juice,0.67628
kcc flip,remy martin vsop coganc,1.01442
kcc flip,kahlúa coffee liqueur,1.01442
kcc flip,single cream / half-and-half,0.50721
kcc flip,egg,1.01442
french pistolet,cognac,2.02884
french pistolet,kahlúa coffee liqueur,0.50721
french pistolet,orange bitters by angostura,0.75
french pistolet,demerara / dark muscovado sugar syrup,0.16907
william's boulevardier cocktail,dolin rouge vermouth de chambery,1.01442
william's boulevardier cocktail,punt e mes vermouth,1.01442
william's boulevardier cocktail,bulleit kentucky straight bourbon whiskey,1.268025
yuzu-yu,suntory toki whisky,2.53605
yuzu-yu,yuzu juice,0.33814
yuzu-yu,kuromitsu japanese brown sugar syrup,0.67628
yuzu-yu,clove,4
apple bakewell,vodka,1.01442
apple bakewell,disaronno amaretto,2.02884
apple bakewell,clear apple juice,2.02884
apple bakewell,ginger ale,1
melz o'clock,cointreau triple sec liqueur,0.84535
melz o'clock,disaronno amaretto,0.84535
melz o'clock,matusalem gran reserva solera 15 dominican republic rum,1.01442
melz o'clock,orange juice,1.35256
melz o'clock,tangerine / mandarin / clementine juice,0.67628
melz o'clock,fabbri amarena mixybar cherry syrup,0.25
ally's eastern standard (soho house tonic),cucumber,1.5
ally's eastern standard (soho house tonic),mint leaves,0.3
ally's eastern standard (soho house tonic),gin,1.6907
ally's eastern standard (soho house tonic),lime juice,0.422675
ally's eastern standard (soho house tonic),sugar syrup,0.33814
patrick's devil's soul,straight rye whiskey,1.01442
patrick's devil's soul,mezcal,0.33814
patrick's devil's soul,averna amaro,0.33814
patrick's devil's soul,bittersweet orange-red aperitivo,0.16907
patrick's devil's soul,elderflower liqueur,0.16907
nocellatini,ketel one vodka,2.02884
nocellatini,espresso coffee,2.02884
nocellatini,nocello walnut liqueur,1.01442
nocellatini,baileys irish cream liqueur,1.01442
nocellatini,sugar syrup,0.33814
nm's damn-the weather,gin,1.01442
nm's damn-the weather,triple sec liqueur,0.50721
nm's damn-the weather,rosso/rouge,1.01442
nm's damn-the weather,apple juice,1.52163
patrick's pink palace,gin,1.52163
patrick's pink palace,grand marnier or other cognac orange liqueur,0.50721
patrick's pink palace,lime juice,0.33814
patrick's pink palace,grenadine/pomegranate syrup,0.16907
alan's aku aku martini,white,1.01442
alan's aku aku martini,peach 'schnapps' liqueur,0.50721
alan's aku aku martini,pineapple juice,1.52163
alan's aku aku martini,sugar syrup,0.50721
alan's aku aku martini,lime juice,0.760815
alan's aku aku martini,mint leaves,0.2
santos's stubborness,tanqueray export strength,0.50721
santos's stubborness,campari bitter liqueur,0.50721
santos's stubborness,homemade ginger juice syrup,1.01442
santos's stubborness,lemon juice,1.01442
martini duane,martini bianco vermouth,1.01442
martini duane,tanqueray export strength,0.50721
martini duane,grenadine/pomegranate syrup,0.50721
martini duane,lemon,0.9
olle's gin mint smash,gin,2.02884
olle's gin mint smash,mint leaves,1.2
olle's gin mint smash,sugar syrup,1.01442
olle's gin mint smash,lime juice,0.760815
olle's gin mint smash,soda,1
africa danz,picon amer,1.01442
africa danz,clemengold gin,0.67628
africa danz,orange juice,1.01442
africa danz,lemon juice,0.33814
grapefruit negroni,rosso/rouge,1.01442
grapefruit negroni,gin,1.52163
grapefruit negroni,campari bitter liqueur,0.50721
grapefruit negroni,ruby red grapefruit,0.39
piccadilly line martini,gin,2.02884
piccadilly line martini,dry vermouth,1.01442
piccadilly line martini,absinthe verte,0.084535
piccadilly line martini,blue curaçao liqueur,0.16907
ron tropical,ron barcelo imperial rum,2.02884
ron tropical,triple sec liqueur,1.01442
looks can be deceiving,mezcal,1.52163
looks can be deceiving,st-germain elderflower liqueur,0.67628
looks can be deceiving,lemon juice,0.67628
looks can be deceiving,raspberry,1.01442
looks can be deceiving,aquafaba,1.52163
em's dry botanical,chilled water,0.253605
em's dry botanical,gin,0.33814
em's dry botanical,lavender sugar syrup,0.33814
em's dry botanical,elderflower cordial,0.67628
em's dry botanical,angostura aromatic bitters,0.25
em's dry botanical,merchant's heart tonic water spirit enhancer,3.3814
em's dry botanical,thyme sprig,0.8
em's dry botanical,hibiscus flower,0.2
kelsey's margarita,reposado tequila,1.52163
kelsey's margarita,agave syrup,0.16907
kelsey's margarita,lemon juice,0.50721
kelsey's margarita,lime juice,0.50721
kelsey's margarita,grand marnier liqueur,0.253605
kelsey's margarita,mezcal,0.253605
kelsey's margarita,triple sec liqueur,0.50721
rockin' red killer,gin,0.760815
rockin' red killer,bianco vermouth,0.760815
rockin' red killer,grand marnier or other cognac orange liqueur,0.50721
rockin' red killer,cappelletti aperitivo,0.760815
rockin' red killer,orange bitters,0.5
cut to the punch,cut spiced rum,1.52163
cut to the punch,pataka fairtrade ginger liqueur,0.50721
cut to the punch,le sirop de monin cannelle,0.33814
cut to the punch,lime juice,0.760815
cut to the punch,orange juice,1.01442
cut to the punch,orange bitters by angostura,0.5
iron dangers,bourbon whiskey,2.02884
iron dangers,lemon juice,0.760815
iron dangers,pineapple,1.01442
iron dangers,john d. taylor's velvet falernum liqueur,0.50721
iron dangers,'simple' sugar syrup,0.50721
iron dangers,angostura aromatic bitters,0.5
sloe daiquiri,sloe gin liqueur,1.52163
sloe daiquiri,lime juice,1.01442
sloe daiquiri,sugar syrup,0.50721
sloe daiquiri,hibiscus sugar syrup,0.50721
kyle's clubland cocktail,vodka,1.52163
kyle's clubland cocktail,dry white port,1.52163
kyle's clubland cocktail,angostura or other aromatic bitters,0.25
kyle's clubland cocktail,'simple' sugar syrup,0.50721
sean's coffee passion fruit cocktail,passion fruit,2.25
sean's coffee passion fruit cocktail,gin,1.52163
sean's coffee passion fruit cocktail,lemon juice,0.253605
sean's coffee passion fruit cocktail,passion fruit syrup,0.50721
sean's coffee passion fruit cocktail,mr black coffee liqueur,0.67628
bijou,sheringham seaside gin,1.01442
bijou,green,1.01442
bijou,cocchi storico vermouth di torino,1.01442
italian gentleman,bourbon whiskey,2.02884
italian gentleman,campari bitter liqueur,0.50721
italian gentleman,sugar syrup,0.253605
italian gentleman,lemon juice,0.760815
mister howell,maple syrup,0.253605
mister howell,straight rye whiskey,0.253605
mister howell,lime juice,0.760815
mister howell,white,1.775235
pink fizz,grenadine/pomegranate syrup,0.50721
pink fizz,triple sec liqueur,0.50721
pink fizz,gin,2.02884
pink fizz,orange bitters by angostura,0.25
pink fizz,lime juice,1.01442
pink fizz,soda,3.04326
totally beachin',vodka,2.02884
totally beachin',dry vermouth,0.253605
totally beachin',st-germain elderflower liqueur,0.253605
totally beachin',orange bitters by angostura,1
angela's cuba libre,white/gold 1-3 year old mellow light rum,1.6907
angela's cuba libre,cola,4.05768
angela's cuba libre,lime juice,0.253605
cherry cola,disaronno amaretto,0.50721
cherry cola,spiced rum,0.50721
cherry cola,beefeater london dry gin,0.50721
cherry cola,vanilla vodka,0.50721
cherry cola,cherry brandy liqueur,0.50721
cherry cola,giffard sirop de orgeat,0.50721
cherry cola,lime juice,1.01442
cherry cola,cranberry juice,2.02884
cherry cola,salt,0.0167
elin's bourbon old fashioned,bourbon whiskey,2.02884
elin's bourbon old fashioned,muscovado sugar syrup,0.253605
elin's bourbon old fashioned,angostura or other aromatic bitters,0.75
elin's bourbon old fashioned,maraschino,0.253605
gingerbread lady,baileys irish cream liqueur,1.01442
gingerbread lady,gingerbread liqueur,1.01442
after eight-thirty,baileys irish cream liqueur,1.01442
after eight-thirty,kendal mint cake liqueur,1.01442
james's the dante,blanco tequila,1.35256
james's the dante,green chartreuse liqueur,0.33814
james's the dante,sugar syrup,0.33814
james's the dante,lime juice,0.67628
james's the dante,bénédictine d.o.m.,0.33814
fiona's nutty russian,disaronno amaretto,1.01442
fiona's nutty russian,tia maria liqueur,1.01442
fiona's nutty russian,vodka,2.02884
angela's mojito cocktail,mint leaves,1.4
angela's mojito cocktail,lime juice,0.50721
angela's mojito cocktail,sugar syrup,0.33814
angela's mojito cocktail,white,1.52163
angela's mojito cocktail,soda,1
mark's ruby,vodka,1.52163
mark's ruby,elderflower liqueur,0.760815
mark's ruby,bittersweet orange-red aperitivo,0.50721
mark's ruby,grapefruit juice,0.760815
mark's ruby,lemon juice,0.760815
mark's ruby,pasteurised egg white,0.50721
embarcadero,rye whiskey,1.01442
embarcadero,amaro nonino,1.01442
embarcadero,rosso/rouge,1.01442
orange old fashioned cocktail,bourbon whiskey,2.02884
orange old fashioned cocktail,chilled water,0.50721
orange old fashioned cocktail,angostura aromatic bitters,1.5
orange old fashioned cocktail,demerara / dark muscovado / brown sugar,0.5
orange old fashioned cocktail,orange peel,0.5
orange old fashioned cocktail,triple sec liqueur,1.01442
asteroid,blended scotch whisky,2.02884
asteroid,amaretto liqueur,0.25
asteroid,kuromitsu japanese brown sugar syrup,0.16907
the green puritan,gin,1.6907
the green puritan,dry vermouth,0.50721
the green puritan,orange bitters,0.25
the green puritan,chilled water,0.33814
the green puritan,green,0.33814
spiced espresso martini,green cardamom pods,1.5
spiced espresso martini,star anise,0.05
spiced espresso martini,cinnamon stick,0.2
spiced espresso martini,vanilla vodka,1.52163
spiced espresso martini,kahlúa coffee liqueur,1.01442
spiced espresso martini,monin vanilla syrup,0.50721
spiced espresso martini,cold brew coffee,2.02884
parma violet martini,absolut citron vodka,0.67628
parma violet martini,pear flavoured vodka,0.67628
parma violet martini,the bitter truth crème de violette,0.67628
parma violet martini,sauvignon blanc wine,1.01442
tangerine gimlet (inspired by schumann's gimlet),gin,2.02884
tangerine gimlet (inspired by schumann's gimlet),tangerine / mandarin / clementine juice,0.760815
tangerine gimlet (inspired by schumann's gimlet),lime cordial,1.268025
sour poet,gin,1.01442
sour poet,bénédictine d.o.m. liqueur,0.50721
sour poet,lime juice,0.50721
sour poet,dry vermouth,0.50721
sour poet,orange bitters by angostura,0.5
angela's hot buttered rum cocktail,honey,1
angela's hot buttered rum cocktail,unsalted butter,1.4
angela's hot buttered rum cocktail,caribbean blended rum aged 6-10 years,2.02884
angela's hot buttered rum cocktail,freshly grated nutmeg,0.0334
angela's hot buttered rum cocktail,boiling water,1
angela's hot buttered rum cocktail,cinnamon powder,0.0167
angela's hot buttered rum cocktail,vanilla extract,0.5
christmas martini,orange marmalade,0.5
christmas martini,tanqueray rangpur gin,1.6907
christmas martini,cointreau triple sec liqueur,0.50721
christmas martini,becherovka liqueur,0.50721
christmas martini,lemon juice,0.50721
sâmia's batida de morango,cachaça,2.02884
sâmia's batida de morango,small ripe strawberries,2.4
sâmia's batida de morango,condensed milk,0.50721
sâmia's batida de morango,lejay creme de framboise,1.01442
michael's millionaire,straight rye whiskey,2.02884
michael's millionaire,raspberry,0.253605
michael's millionaire,lemon juice,0.253605
michael's millionaire,orange curaçao liqueur,0.760815
michael's millionaire,egg white,0.50721
michael's millionaire,la fée parisienne absinthe,0.5
alpine ramble,aalborg taffel akvavit,1.52163
alpine ramble,génépi liqueur,1.01442
alpine ramble,lemon juice,0.50721
alpine ramble,sugar syrup,0.50721
alpine ramble,fee brothers west indian orange bitters,0.25
joespresso,bacardi carta blanca light rum,1.01442
joespresso,disaronno velvet cream liqueur,2.02884
joespresso,espresso coffee concentrate,1.01442
joespresso,milk,1
joespresso,single cream / half-and-half,1.01442
aldo's francophile martini,gin,0.84535
aldo's francophile martini,vodka,0.84535
aldo's francophile martini,bianco vermouth,0.33814
aldo's francophile martini,pineapple juice,1.01442
aldo's francophile martini,cointreau triple sec liqueur,0.33814
aldo's paddington bear martini cocktail,orange marmalade,1
aldo's paddington bear martini cocktail,gin,1.775235
aldo's paddington bear martini cocktail,bianco vermouth,0.50721
aldo's paddington bear martini cocktail,cachaça,0.760815
rakky's tommy's margarita,reposado tequila,2.02884
rakky's tommy's margarita,lime juice,1.01442
rakky's tommy's margarita,maple syrup,0.118349
the underdog,drambuie liqueur,0.67628
the underdog,fernet liqueur,0.50721
the underdog,dry vermouth,0.67628
the underdog,gin,0.50721
the underdog,lemon peel,0.5
the prospector - adapted,speyside single malt scotch whisky,1.6907
the prospector - adapted,lime juice,0.67628
the prospector - adapted,honey syrup,0.67628
the prospector - adapted,dr. adam elmegirab's spanish bitters,0.5
robert e. abbott's rabo-de-galo,rosso/rouge,0.50721
robert e. abbott's rabo-de-galo,cynar or other carciofo amaro,0.50721
robert e. abbott's rabo-de-galo,hopped grapefruit bitters,0.25
robert e. abbott's rabo-de-galo,rainwater/verdelho med-dry madeira,1.6907
jonathan lowery's five keys,rosso/rouge,0.760815
jonathan lowery's five keys,maraschino liqueur,0.253605
jonathan lowery's five keys,cynar or other carciofo amaro,0.253605
jonathan lowery's five keys,bourbon whiskey,2.02884
helena's lemon drop martini,vodka,1.01442
helena's lemon drop martini,limoncello liqueur,1.01442
helena's lemon drop martini,grand marnier liqueur,0.50721
helena's lemon drop martini,lemon juice,1.01442
five-three-five,rutte dry gin,1.01442
five-three-five,suze gentian liqueur,0.67628
five-three-five,green melon liqueur,0.33814
five-three-five,americano bianco,0.33814
five-three-five,martini extra dry vermouth,0.67628
greek spritz,aperol aperitivo,1.6907
greek spritz,skinos mastiha,0.84535
greek spritz,tangerine / mandarin / clementine juice,0.84535
greek spritz,lime juice,0.67628
greek spritz,prosecco sparkling wine,1
greek spritz,mint leaves,8
duncan's dolce-amaro,amaretto liqueur,0.760815
duncan's dolce-amaro,dry vermouth,1.52163
duncan's dolce-amaro,cynar ricetta originale artichoke amaro liqueur,1.52163
sweet release no.46-49,sōmrus chai cream liqueur,1.01442
sweet release no.46-49,tia maria liqueur,1.01442
sweet release no.46-49,irish cream liqueur,1.01442
sweet release no.46-49,smirnoff red label no. 21 vodka,1.01442
sweet release no.46-49,double cream / heavy cream,1.01442
sweet release no.46-49,milk,1.01442
waldorf cocktail no.5,rosso/rouge,1.01442
waldorf cocktail no.5,absinthe verte,0.16907
waldorf cocktail no.5,orange bitters,0.5
waldorf cocktail no.5,rye whiskey,2.02884
aldo's killer in red,italian red bitter liqueur,0.760815
aldo's killer in red,gin,0.760815
aldo's killer in red,bianco vermouth,0.760815
aldo's killer in red,grand marnier or other cognac orange liqueur,0.50721
prickly pear mule - kelsey's version,pear juice,3.04326
prickly pear mule - kelsey's version,angostura or other aromatic bitters,0.5
prickly pear mule - kelsey's version,ginger beer,1
prickly pear mule - kelsey's version,lemon juice,0.50721
prickly pear mule - kelsey's version,rare pear brandy,1.775235
um bongo,vanilla vodka,1.01442
um bongo,apricot,0.50721
um bongo,crème de banane liqueur,0.50721
um bongo,passion fruit puree,1.01442
um bongo,sugar syrup,0.50721
um bongo,lime,0.5
um bongo,pineapple juice,1
industry sour,green,1.01442
industry sour,fernet branca digestive bitter liqueur,1.01442
industry sour,lime juice,1.01442
industry sour,'simple' sugar syrup,1.01442
patrick's naughty charles,blended scotch whisky,1.52163
patrick's naughty charles,cherry brandy liqueur,0.33814
patrick's naughty charles,white crème de cacao liqueur,0.33814
patrick's naughty charles,dry vermouth,0.50721
patrick's naughty charles,orange bitters,0.5
it's all greek to me,o/purist tsipouro,1.6907
it's all greek to me,skinos mastiha,0.33814
it's all greek to me,lemon juice,0.50721
it's all greek to me,sugar syrup,0.33814
lefkó martini,o/purist tsipouro,1.6907
lefkó martini,sauvignon blanc wine,0.50721
lefkó martini,honey syrup,0.253605
tequesso,patrón reposado tequila,0.84535
tequesso,espresso coffee,0.84535
michael's clover club cocktail no.3 (difford's recipe),raspberries,1
michael's clover club cocktail no.3 (difford's recipe),dry vermouth,0.253605
michael's clover club cocktail no.3 (difford's recipe),rosso/rouge,0.253605
michael's clover club cocktail no.3 (difford's recipe),pasteurised egg white,0.50721
michael's clover club cocktail no.3 (difford's recipe),gin,2.02884
michael's clover club cocktail no.3 (difford's recipe),lemon juice,0.50721
michael's clover club cocktail no.3 (difford's recipe),raspberry,0.50721
comte de sureau,rutte dry gin,1.52163
comte de sureau,st-germain elderflower liqueur,0.84535
comte de sureau,italian red bitter liqueur,0.253605
patrick's fifth degree,italian red bitter liqueur,0.16907
patrick's fifth degree,vodka,2.02884
patrick's fifth degree,rosso/rouge,1.01442
patrick's fifth degree,maraschino liqueur,0.253605
patrick's bobby burns (difford's own),blended scotch whisky,1.01442
patrick's bobby burns (difford's own),rosso/rouge,1.01442
patrick's bobby burns (difford's own),bénédictine d.o.m. liqueur,0.50721
patrick's bobby burns (difford's own),peychaud's or other creole-style bitters,0.5
patrick's bobby burns (difford's own),absinthe verte,0.25
manhattan by night,blended scotch whisky,2.02884
manhattan by night,rosso/rouge,1.01442
manhattan by night,coffee syrup,0.50721
bramble patch,gin,1.01442
bramble patch,crème de cassis liqueur,1.01442
bramble patch,lime juice,0.5
bramble patch,lemonade,1
bramble patch,mint leaves,0.5
elisângela's clover club,gin,1.01442
elisângela's clover club,lemon juice,1.01442
elisângela's clover club,raspberry,0.760815
elisângela's clover club,martini bianco vermouth,1.01442
elisângela's fitzgerald,gin,1.6907
elisângela's fitzgerald,lemon juice,0.84535
elisângela's fitzgerald,sugar syrup,0.50721
elisângela's bronx,gin,2.02884
elisângela's bronx,rosso/rouge,0.50721
elisângela's bronx,dry vermouth,0.50721
elisângela's bronx,orange juice,0.50721
night cap (sloppy joe's 1935),rémy martin 1738 cognac,0.760815
night cap (sloppy joe's 1935),rutte dry gin,0.760815
night cap (sloppy joe's 1935),dutch cacao white crème de cacao,0.760815
night cap (sloppy joe's 1935),lime juice,0.760815
backstabber,rutte dry gin,2.02884
backstabber,lime juice,0.67628
backstabber,homemade ginger juice syrup,0.50721
backstabber,angostura aromatic bitters,0.5
backstabber,pasteurised egg white,0.50721
piva 's clover leaf cocktail no.1,gin,2.02884
piva 's clover leaf cocktail no.1,lemon juice,0.50721
piva 's clover leaf cocktail no.1,grenadine/pomegranate syrup,0.253605
piva 's clover leaf cocktail no.1,pasteurised egg white,0.50721
piva 's clover leaf cocktail no.1,limoncello liqueur,1.01442
verjus last word,gin,1.01442
verjus last word,green chartreuse liqueur,0.67628
verjus last word,maraschino liqueur,0.67628
verjus last word,chilled water,0.33814
verjus last word,verjuice,1.01442
saffron royale,saffron infused vodka,1.01442
saffron royale,suze gentian liqueur,0.67628
saffron royale,lemon juice,0.50721
saffron royale,prosecco syrup,0.33814
saffron royale,egg white,0.67628
mr. burns,blended scotch whisky,2.02884
mr. burns,bianco vermouth,0.760815
mr. burns,bénédictine d.o.m.,0.50721
mr. burns,orange bitters,0.25
jennifer's takumi's aviation,gin,1.52163
jennifer's takumi's aviation,lemon juice,0.33814
jennifer's takumi's aviation,st-germain elderflower liqueur,0.760815
jennifer's takumi's aviation,luxardo maraschino liqueur,1.01442
roland's broken cable car,orange curaçao liqueur,0.760815
roland's broken cable car,lemon juice,1.01442
roland's broken cable car,galliano l'autentico liqueur,0.16907
roland's broken cable car,'simple' sugar syrup,0.67628
roland's broken cable car,sailor jerry spiced rum,1.52163
old forester revolver,coffee liqueur,0.50721
old forester revolver,sugar syrup,0.16907
old forester revolver,orange bitters,0.5
old forester revolver,old forester signature,2.02884
primtini,cognac,2.02884
primtini,'simple' sugar syrup,1.01442
primtini,lemon juice,0.760815
primtini,grenadine/pomegranate syrup,0.253605
trotsky,rothman & winter crème de violette liqueur,0.50721
trotsky,licor 43 original liqueur,0.760815
trotsky,olmeca altos plata 100% agave tequila,1.52163
trotsky,molinari sambuca extra liqueur,0.50721
trotsky,lemon juice,0.50721
insurrection,woodford reserve bourbon,1.01442
insurrection,nocello walnut liqueur,0.253605
insurrection,dark crème de cacao liqueur,0.253605
insurrection,demerara / dark muscovado / brown sugar,0.5
jamie's paper plane,bourbon whiskey,0.760815
jamie's paper plane,bittersweet orange-red aperitivo,0.760815
jamie's paper plane,lemon juice,0.760815
jamie's paper plane,ramazzotti amaro,0.760815
bob's peruvian elder sour,barsol acholado pisco,3.04326
bob's peruvian elder sour,elderflower liqueur,2.02884
bob's peruvian elder sour,lime juice,1.01442
christopher's whisky business,straight rye whiskey,1.01442
christopher's whisky business,angostura or other aromatic bitters,0.25
christopher's whisky business,bittermens xocolatl mole bitters,0.25
christopher's whisky business,reposado tequila,1.01442
christopher's whisky business,lemon juice,0.50721
christopher's whisky business,cinnamon sugar syrup,0.50721
rising sun cocktail,mezcal,1.52163
rising sun cocktail,grapefruit juice,0.760815
rising sun cocktail,lime juice,0.50721
rising sun cocktail,luxardo maraschino liqueur,0.50721
rising sun cocktail,salt,0.0167
raul's maple old fashioned,bourbon whiskey,2.02884
raul's maple old fashioned,maple syrup,0.33814
raul's maple old fashioned,angostura or other aromatic bitters,0.5
raul's maple old fashioned,lemon juice,0.50721
eric's caipirinha,lime,0.75
eric's caipirinha,chilled water,0.760815
eric's caipirinha,cachaça,2.02884
eric's caipirinha,demerara / dark muscovado / brown sugar,0.0353
eric's caipirinha,sugar syrup,0.16907
eric's caipirinha,kiwi fruit,0.5
jon's after supper,orange curaçao liqueur,1.01442
