Source,Target,Weight
abacaxi ricaço,pineapple,53
abacaxi ricaço,havana club 3 year old rum,3.04326
abacaxi ricaço,lime juice,0.760815
abacaxi ricaço,white caster sugar,0.50721
abbey,rutte dry gin,1.52163
abbey,lillet blanc,0.760815
abbey,orange juice,0.760815
abbey,angostura aromatic bitters,0.5
a.b.c. cocktail,mint leaves,0.7
a.b.c. cocktail,tawny port,1.01442
a.b.c. cocktail,rémy martin 1738 cognac,1.01442
a.b.c. cocktail,luxardo maraschino liqueur,0.253605
a.b.c. cocktail,sugar syrup,0.16907
absinthe cocktail,la fée parisienne absinthe,1.01442
absinthe cocktail,chilled water,2.53605
absinthe cocktail,sugar syrup,0.253605
absinthe frappé,la fée parisienne absinthe,1.52163
absinthe frappé,anisette liqueur,0.50721
absinthe frappé,chilled water,1.52163
absinthe frappé,sugar syrup,0.253605
absinthe sour,la fée parisienne absinthe,0.84535
absinthe sour,sugar syrup,0.33814
absinthe sour,lemon juice,0.50721
absinthe sour,pasteurised egg white,0.50721
absinthe sour,peychaud's or other creole-style bitters,0.5
absinthe suisesse,la fée parisienne absinthe,1.52163
absinthe suisesse,giffard orgeat syrup,0.50721
absinthe suisesse,pasteurised egg white,1.01442
absinthe suisesse,milk,0.50721
absinthe suisesse,single cream / half-and-half,0.50721
absinthe without leave,pisang ambon green banana liqueur,0.760815
absinthe without leave,irish cream liqueur,0.760815
absinthe without leave,la fée parisienne absinthe,0.50721
absolutely fabulous,ketel one vodka,1.01442
absolutely fabulous,cranberry juice,1.52163
absolutely fabulous,brut champagne,1.52163
acapulco,patrón reposado tequila,1.01442
acapulco,havana club 3 year old rum,1.01442
acapulco,grapefruit juice,1.01442
acapulco,pineapple juice,2.53605
acapulco,sugar syrup,0.50721
acapulco daiquiri,bacardi carta blanca light rum,1.52163
acapulco daiquiri,de kuyper triple sec,0.50721
acapulco daiquiri,lemon juice,0.760815
acapulco daiquiri,lime cordial,0.760815
acapulco daiquiri,pasteurised egg white,0.50721
ace,rutte dry gin,1.6907
ace,giffard grenadine syrup,0.50721
ace,single cream / half-and-half,1.01442
ace,pasteurised egg white,0.50721
ace of clubs daiquiri,dutch cacao white crème de cacao,0.50721
ace of clubs daiquiri,havana club 3 year old rum,2.02884
ace of clubs daiquiri,lime juice,0.50721
ace of clubs daiquiri,sugar syrup,0.16907
achilles heel,bison grass vodka,2.02884
achilles heel,giffard framboise de ronce,0.253605
achilles heel,peachtree peach schnapps,0.253605
achilles heel,apple juice,1.01442
achilles heel,lemon juice,0.50721
adam & eve,bourbon whiskey,2.02884
adam & eve,galliano l'autentico liqueur,0.50721
adam & eve,sugar syrup,0.253605
adam & eve,angostura aromatic bitters,0.75
adios,coffee liqueur,0.760815
adios,patrón reposado tequila,0.760815
adonis,oloroso sherry,2.02884
adonis,martini rosso sweet vermouth,1.01442
adonis,orange bitters by angostura,0.5
affinity,dewar's 12 year old scotch whisky,1.01442
affinity,vermouth amaro,1.01442
affinity,martini extra dry vermouth,1.01442
affinity,angostura aromatic bitters,0.25
after eight,ketel one vodka,0.50721
after eight,dutch cacao white crème de cacao,0.50721
after eight,giffard peppermint pastille crème de menthe,0.50721
after six shot,coffee liqueur,0.50721
after six shot,giffard menthe pastille white crème de menthe,0.50721
after six shot,irish cream liqueur,0.50721
afterburner,giffard menthe pastille white crème de menthe,1.01442
afterburner,white overproof rum,0.50721
afterburner,coffee liqueur,1.01442
aged honey daiquiri,havana club 7yo rum,2.02884
aged honey daiquiri,lime juice,0.50721
aged honey daiquiri,honey syrup,0.50721
aged honey daiquiri,chilled water,0.33814
aggravation,dewar's 12 year old scotch whisky,2.02884
aggravation,coffee liqueur,0.760815
aggravation,single cream / half-and-half,0.760815
aggravation,milk,0.760815
aggravation,sugar syrup,0.253605
air mail,havana club 3 year old rum,1.01442
air mail,lime juice,0.50721
air mail,honey syrup,0.50721
air mail,brut champagne,1.52163
a.j.,avallen calvados,2.02884
a.j.,grapefruit juice,2.02884
a.j.,sugar syrup,0.50721
alabama slammer (straight-up),ketel one vodka,1.52163
alabama slammer (straight-up),southern usa-style liqueur 40%,0.760815
alabama slammer (straight-up),orange juice,1.01442
alabama slammer (straight-up),giffard grenadine syrup,0.253605
alabama slammer,southern usa-style liqueur 40%,1.52163
alabama slammer,disaronno amaretto,0.50721
alabama slammer,rutte sloe gin,0.50721
alabama slammer,orange juice,2.02884
alabama slammer,lemon juice,0.760815
alamagoozlum cocktail,rutte old simon genever,0.67628
alamagoozlum cocktail,jamaican aged blended rum,0.50721
alamagoozlum cocktail,yellow chartreuse liqueur,0.50721
alamagoozlum cocktail,orange curaçao liqueur,0.16907
alamagoozlum cocktail,angostura aromatic bitters,0.16907
alamagoozlum cocktail,sugar syrup,0.33814
alamagoozlum cocktail,chilled water,0.67628
alamagoozlum cocktail,pasteurised egg white,0.50721
alan's apple breeze,bacardi carta blanca light rum,2.02884
alan's apple breeze,de kuyper apricot brandy liqueur,0.50721
alan's apple breeze,apple juice,1.52163
alan's apple breeze,cranberry juice,1.52163
alan's apple breeze,lime juice,0.50721
alan's apple breeze,sugar syrup,0.253605
alaska (savoy recipe),rutte dry gin,1.52163
alaska (savoy recipe),yellow chartreuse liqueur,0.50721
alaska (savoy recipe),chilled water,0.33814
alessandro,rutte dry gin,0.760815
alessandro,black sambuca liqueur,0.760815
alessandro,milk,0.760815
alessandro,single cream / half-and-half,0.760815
alexander,rutte dry gin,1.52163
alexander,dutch cacao white crème de cacao,0.760815
alexander,single cream / half-and-half,0.760815
alexander,pasteurised egg white,0.33814
alexander the great,ketel one vodka,1.52163
alexander the great,coffee liqueur,0.50721
alexander the great,dutch cacao white crème de cacao,0.50721
alexander the great,single cream / half-and-half,0.760815
alexander's big brother,rutte dry gin,1.52163
alexander's big brother,de kuyper triple sec,0.253605
alexander's big brother,de kuyper blue curaçao,0.760815
alexander's big brother,single cream / half-and-half,0.760815
alexander's big brother,sugar syrup,0.16907
alexander's big brother,pasteurised egg white,0.253605
alexander's sister,rutte dry gin,1.52163
alexander's sister,giffard peppermint pastille crème de menthe,0.50721
alexander's sister,single cream / half-and-half,0.760815
alexander's sister,sugar syrup,0.16907
alexander's sister,pasteurised egg white,0.253605
alexandra,navy rum,1.52163
alexandra,coffee liqueur,1.01442
alexandra,single cream / half-and-half,1.01442
alexandra,pasteurised egg white,0.253605
alfonso,white caster sugar,0.2
alfonso,angostura aromatic bitters,1
alfonso,dubonnet red,0.50721
alfonso,brut champagne,1
algonquin,straight rye whiskey,1.52163
algonquin,martini bianco vermouth,0.760815
algonquin,pineapple juice,0.760815
algonquin,peychaud's or other creole-style bitters,0.25
alice from dallas,coffee liqueur,0.50721
alice from dallas,grand marnier or other cognac orange liqueur,0.50721
alice from dallas,patrón reposado tequila,0.50721
alice in wonderland,grand marnier or other cognac orange liqueur,1.01442
alice in wonderland,patrón reposado tequila,0.50721
all fall down,coffee liqueur,0.50721
all fall down,patrón reposado tequila,0.50721
all fall down,navy rum,0.50721
all white frappé,luxardo sambuca,1.01442
all white frappé,dutch cacao white crème de cacao,1.01442
all white frappé,giffard menthe pastille white crème de menthe,1.01442
all white frappé,lemon juice,1.01442
almond cocktail,ketel one vodka,2.02884
almond cocktail,lemon juice,0.50721
almond cocktail,giffard orgeat syrup,0.50721
almond cocktail,apple juice,1.01442
almond cocktail,peach bitters,0.5
almond martini,ketel one vodka,2.02884
almond martini,disaronno amaretto,0.760815
almond martini,martini extra dry vermouth,0.253605
almond martini,bob's vanilla bitters,0.25
almond martini,chilled water,0.33814
almond old fashioned (tequila based),patrón reposado tequila,2.02884
almond old fashioned (tequila based),disaronno amaretto,0.253605
almond old fashioned (tequila based),agave syrup,0.253605
almond old fashioned (tequila based),orange bitters by angostura,0.5
almond old fashioned (tequila based),reposado tequila,2.02884
almond old fashioned (tequila based),amaretto liqueur,0.253605
almond old fashioned (tequila based),orange bitters,0.5
amaretto sour,disaronno amaretto,2.02884
amaretto sour,lemon juice,1.01442
amaretto sour,angostura aromatic bitters,0.25
amaretto sour,pasteurised egg white,0.50721
amber,root ginger,2
amber,bison grass vodka,1.52163
amber,apple juice,4.05768
amber,sugar syrup,0.50721
amber,apple schnapps liqueur,0.50721
ambrosia,rémy martin 1738 cognac,1.01442
ambrosia,avallen calvados,1.01442
ambrosia,de kuyper triple sec,0.253605
ambrosia,lemon juice,0.253605
ambrosia,brut champagne,1
ambrosia cocktail,rémy martin 1738 cognac,0.67628
ambrosia cocktail,licor 43 original liqueur,0.84535
ambrosia cocktail,yellow chartreuse liqueur,0.422675
ambrosia cocktail,warninks advocaat liqueur,1.6907
american beauty (by david embury),rémy martin 1738 cognac,2.02884
american beauty (by david embury),martini extra dry vermouth,0.50721
american beauty (by david embury),giffard menthe pastille white crème de menthe,0.50721
american beauty (by david embury),orange juice,0.50721
american beauty (by david embury),giffard grenadine syrup,0.50721
american beauty (by david embury),shiraz red wine,0.16907
american pie cocktail,bourbon whiskey,1.52163
american pie cocktail,apple schnapps liqueur,0.50721
american pie cocktail,giffard crème de myrtille liqueur,0.50721
american pie cocktail,cranberry juice,0.760815
american pie cocktail,apple juice,0.50721
american pie cocktail,lime juice,0.253605
americana,white caster sugar,0.2
americana,angostura aromatic bitters,1
americana,bourbon whiskey,0.50721
americana,brut champagne,1
americano,italian red bitter liqueur,1.52163
americano,martini rosso sweet vermouth,1.52163
americano,thomas henry soda water,2.53605
anis'tini,star anise,0.2
anis'tini,ketel one vodka,1.01442
anis'tini,black sambuca liqueur,0.760815
anis'tini,pernod anise,0.50721
anis'tini,chilled water,1.52163
anita's attitude adjuster,de kuyper triple sec,0.50721
anita's attitude adjuster,patrón reposado tequila,0.50721
anita's attitude adjuster,bacardi carta blanca light rum,0.50721
anita's attitude adjuster,rutte dry gin,0.50721
anita's attitude adjuster,ketel one vodka,0.50721
anita's attitude adjuster,lime juice,0.50721
anita's attitude adjuster,sugar syrup,0.50721
anita's attitude adjuster,brut champagne,1
apache,coffee liqueur,0.760815
apache,green melon liqueur,0.50721
apache,irish cream liqueur,0.50721
aphrodisiac,root ginger,1
aphrodisiac,absolut vanilia vodka,2.02884
aphrodisiac,green chartreuse liqueur,0.50721
aphrodisiac,apple juice,2.53605
aphrodisiac,sauvignon blanc wine,1.52163
aphrodisiac,limoncello di capri liqueur,1.01442
aphrodisiac,st-germain elderflower liqueur,0.33814
aphrodisiac,lemon juice,0.84535
aphrodisiac,sugar syrup,0.33814
aphrodisiac,the bitter truth creole bitters,0.75
aphrodisiac,prosecco sparkling wine,1
apple & blackberry pie,blackberries,1.4
apple & blackberry pie,ketel one vodka,2.02884
apple & blackberry pie,apple juice,1.01442
apple & blackberry pie,single cream / half-and-half,0.25
apple & cranberry pie,ketel one vodka,1.52163
apple & cranberry pie,apple schnapps liqueur,0.760815
apple & cranberry pie,cranberry juice,1.01442
apple & cranberry pie,single cream / half-and-half,0.25
apple & custard cocktail,warninks advocaat liqueur,2.02884
apple & custard cocktail,avallen calvados,1.52163
apple & custard cocktail,apple schnapps liqueur,0.50721
apple & custard cocktail,vanilla sugar syrup,0.253605
apple & elderflower collins,rutte dry gin,1.52163
apple & elderflower collins,st-germain elderflower liqueur,1.01442
apple & elderflower collins,apple schnapps liqueur,1.01442
apple & elderflower collins,lime juice,1.01442
apple & elderflower collins,thomas henry soda water,1
apple & melon cocktail,ketel one vodka,2.02884
apple & melon cocktail,sour apple liqueur,1.01442
apple & melon cocktail,green melon liqueur,0.50721
apple & melon cocktail,lime juice,0.50721
apple & spice,avallen calvados,0.760815
apple & spice,single cream / half-and-half,0.760815
apple brandy sour,avallen calvados,2.02884
apple brandy sour,lemon juice,1.01442
apple brandy sour,sugar syrup,0.760815
apple brandy sour,angostura aromatic bitters,0.75
apple brandy sour,pasteurised egg white,0.50721
apple breeze,bison grass vodka,2.02884
apple breeze,apple juice,2.53605
apple breeze,cranberry juice,1.52163
apple buck,avallen calvados,1.52163
apple buck,sour apple liqueur,0.50721
apple buck,apple juice,1.01442
apple buck,lime juice,0.50721
apple buck,thomas henry ginger ale,1
apple cart,avallen calvados,1.52163
apple cart,de kuyper triple sec,1.01442
apple cart,lemon juice,0.67628
apple cart,apple schnapps liqueur,0.33814
apple cart,chilled water,0.33814
apple crumble cocktail no.1,dewar's 12 year old scotch whisky,2.02884
apple crumble cocktail no.1,butterscotch liqueur,0.253605
apple crumble cocktail no.1,apple juice,1.01442
apple crumble cocktail no.1,lemon juice,0.50721
apple crumble cocktail no.1,sugar syrup,0.253605
apple crumble cocktail no.2,tuaca liqueur,2.02884
apple crumble cocktail no.2,lemon juice,0.50721
apple crumble cocktail no.2,apple juice,2.02884
apple daiquiri,bacardi carta blanca light rum,2.02884
apple daiquiri,apple juice,1.52163
apple daiquiri,lime juice,0.50721
apple daiquiri,sugar syrup,0.253605
apple mac,dewar's 12 year old scotch whisky,2.02884
apple mac,apple juice,1.52163
apple mac,stone's original green ginger wine,0.50721
apple manhattan,bourbon whiskey,1.6907
apple manhattan,apple schnapps liqueur,1.18349
apple manhattan,martini rosso sweet vermouth,0.422675
apple martini (simple),ketel one vodka,2.02884
apple martini (simple),apple juice,1.775235
apple martini (simple),sugar syrup,0.253605
apple martini (iba spec),ketel one vodka,2.02884
apple martini (iba spec),apple schnapps liqueur,0.760815
apple martini (iba spec),de kuyper triple sec,0.760815
apple mojito,mint leaves,1.2
apple mojito,bacardi carta blanca light rum,2.02884
apple mojito,apple schnapps liqueur,1.01442
apple mojito,lime juice,1.01442
apple of one's eye,rémy martin 1738 cognac,2.02884
apple of one's eye,lime juice,0.50721
apple of one's eye,apple juice,1.52163
apple of one's eye,thomas henry ginger beer,1
apple pie cocktail,bison grass vodka,1.52163
apple pie cocktail,cinnamon schnapps & goldwasser liqueurs,0.50721
apple pie cocktail,apple juice,2.02884
apple pie cocktail,cranberry juice,1.01442
apple pie shot,apple schnapps liqueur,1.01442
apple pie shot,hazelnut liqueur,0.50721
apple pie shot,single cream / half-and-half,0.253605
appleissimo,apple schnapps liqueur,1.52163
appleissimo,apple juice,2.02884
appleissimo,cranberry juice,1.52163
appleissimo,pernod anise,1.52163
apple spritz,apple schnapps liqueur,0.760815
apple spritz,peachtree peach schnapps,0.253605
apple spritz,brut champagne,1
apple strudel (by alex kammerling),apple schnapps liqueur,1.01442
apple strudel (by alex kammerling),de kuyper brown crème de cacao,0.50721
apple strudel (by alex kammerling),dutch cacao white crème de cacao,0.50721
apple strudel (by alex kammerling),cinnamon schnapps & goldwasser liqueurs,0.50721
apple strudel (by alex kammerling),apple juice,1.01442
apple strudel (by alex kammerling),single cream / half-and-half,0.760815
apple strudel,ketel one vodka,1.52163
apple strudel,dewar's 12 year old scotch whisky,0.50721
apple strudel,apple schnapps liqueur,0.50721
apple strudel,martini extra dry vermouth,0.50721
apple strudel,apple juice,0.50721
apple strudel,cinnamon sugar syrup,0.16907
apple sunrise,avallen calvados,2.02884
apple sunrise,orange juice,3.55047
apple sunrise,giffard noir de bourgogne cassis,0.50721
temperance apple mojito (non-alcoholic),mint leaves,1.2
temperance apple mojito (non-alcoholic),lemon juice,0.50721
temperance apple mojito (non-alcoholic),lime juice,0.50721
temperance apple mojito (non-alcoholic),sugar syrup,0.760815
temperance apple mojito (non-alcoholic),apple juice,3.04326
temperance apple mojito (non-alcoholic),thomas henry soda water,1
applesinth,la fée parisienne absinthe,1.01442
applesinth,apple schnapps liqueur,1.01442
applesinth,apple juice,2.02884
applesinth,lime juice,0.760815
applesinth,sugar syrup,0.50721
apples 'n' pears,avallen calvados,0.84535
apples 'n' pears,ketel one vodka,0.67628
apples 'n' pears,pear & cognac liqueur,0.50721
apples 'n' pears,apple juice,1.01442
appily married,ketel one vodka,1.6907
appily married,apple juice,0.50721
appily married,grapefruit juice,0.50721
appily married,honey syrup,0.33814
apricot cosmo,ketel one vodka,2.02884
apricot cosmo,apricot jam,0.5
apricot cosmo,cranberry juice,1.01442
apricot cosmo,sugar syrup,0.253605
apricot cosmo,lime juice,0.50721
apricot cosmo,orange bitters by angostura,0.5
apricot fizz,de kuyper apricot brandy liqueur,2.02884
apricot fizz,orange juice,1.01442
apricot fizz,lime juice,0.50721
apricot fizz,soda from siphon,1
apricot lady sour,bacardi carta blanca light rum,1.52163
apricot lady sour,de kuyper apricot brandy liqueur,1.01442
apricot lady sour,lemon juice,1.01442
apricot lady sour,sugar syrup,0.253605
apricot lady sour,pasteurised egg white,0.50721
apricot mango cocktail,rutte dry gin,1.52163
apricot mango cocktail,de kuyper apricot brandy liqueur,0.760815
apricot mango cocktail,mango purée,0.760815
apricot mango cocktail,lemon juice,0.50721
apricot mango cocktail,sugar syrup,0.50721
apricot mango cocktail,orange bitters by angostura,0.5
apricot martini,rutte dry gin,1.52163
apricot martini,de kuyper apricot brandy liqueur,1.01442
apricot martini,giffard grenadine syrup,0.16907
apricot martini,lemon juice,0.253605
apricot martini,angostura aromatic bitters,0.75
apricot martini,chilled water,0.760815
april shower,rémy martin 1738 cognac,1.52163
april shower,bénédictine d.o.m.,0.50721
april shower,orange juice,1.01442
apricot sour,apricot jam,1
apricot sour,bourbon whiskey,1.52163
apricot sour,de kuyper apricot brandy liqueur,0.50721
apricot sour,apple juice,1.01442
apricot sour,lemon juice,0.50721
aquarius,dewar's 12 year old scotch whisky,2.02884
aquarius,cherry heering cherry brandy liqueur,1.01442
aquarius,cranberry juice,1.52163
arizona breeze,rutte dry gin,2.02884
arizona breeze,cranberry juice,2.53605
arizona breeze,grapefruit juice,1.52163
arnaud (parisian nights),rutte dry gin,1.01442
arnaud (parisian nights),martini extra dry vermouth,1.01442
arnaud (parisian nights),giffard noir de bourgogne cassis,1.01442
artlantic,spiced rum,1.01442
artlantic,disaronno amaretto,0.50721
artlantic,de kuyper blue curaçao,0.50721
artlantic,lime juice,0.50721
artlantic,apple juice,3.04326
asian ginger cocktail,root ginger,1
asian ginger cocktail,sake,2.282445
asian ginger cocktail,ketel one vodka,1.52163
asian ginger cocktail,sugar syrup,0.253605
asian mary,root ginger,1.5
asian mary,wasabi paste,0.15
asian mary,ketel one citroen vodka,3.04326
asian mary,soy sauce,0.5
asian mary,lemon juice,0.50721
asian mary,tomato juice,4.05768
asian pear cocktail,sake,2.02884
asian pear cocktail,pear & cognac liqueur,0.253605
asian pear cocktail,poire william eau-de-vie,0.50721
asian pear cocktail,pear juice,1.52163
asian pear cocktail,lemon juice,0.253605
assisted suicide,bacardi carta blanca light rum,1.01442
assisted suicide,jägermeister,0.50721
assisted suicide,cola,1
atholl brose,honey,1
atholl brose,dewar's 12 year old scotch whisky,1.35256
atholl brose,oat milk / oatmeal water,1.01442
atholl brose,drambuie liqueur,0.16907
atholl brose,disaronno amaretto,0.16907
atholl brose,single cream / half-and-half,0.33814
atlantic breeze,bacardi carta blanca light rum,1.52163
atlantic breeze,de kuyper apricot brandy liqueur,0.50721
atlantic breeze,galliano l'autentico liqueur,0.253605
atlantic breeze,pineapple juice,2.53605
atlantic breeze,lemon juice,0.50721
atomic cocktail,ketel one vodka,1.01442
atomic cocktail,rémy martin 1738 cognac,1.01442
atomic cocktail,amontillado sherry,0.67628
atomic cocktail,brut champagne,0.67628
atomic dog,bacardi carta blanca light rum,1.52163
atomic dog,green melon liqueur,0.760815
atomic dog,coconut rum liqueur,0.760815
atomic dog,pineapple juice,2.53605
atomic dog,lemon juice,0.760815
attitude adjuster,rutte dry gin,1.52163
attitude adjuster,de kuyper triple sec,0.760815
attitude adjuster,lime juice,0.50721
attitude adjuster,cola,2.53605
attitude adjuster,grand marnier or other cognac orange liqueur,0.16907
attitude adjuster,coffee liqueur,0.16907
aunt agatha,navy rum,1.52163
aunt agatha,orange juice,2.02884
aunt agatha,pineapple juice,1.01442
aunt agatha,angostura aromatic bitters,0.75
aunt emily,rutte dry gin,0.760815
aunt emily,avallen calvados,0.760815
aunt emily,de kuyper apricot brandy liqueur,0.760815
aunt emily,orange juice,0.760815
aunt emily,giffard grenadine syrup,0.16907
auntie's hot xmas punch,pedro ximénez sherry,1.52163
auntie's hot xmas punch,rémy martin 1738 cognac,2.282445
auntie's hot xmas punch,lemon juice,0.760815
auntie's hot xmas punch,apple juice,3.04326
auntie's hot xmas punch,peychaud's or other creole-style bitters,1
autumn cocktail,passion fruit,1.41
autumn cocktail,bison grass vodka,2.02884
autumn cocktail,apple juice,1.01442
autumn cocktail,passion fruit syrup,0.50721
autumn cocktail,pasteurised egg white,0.50721
autumn punch,passion fruit,1.41
autumn punch,bison grass vodka,2.02884
autumn punch,passion fruit syrup,0.253605
autumn punch,pear juice,1.01442
autumn punch,lemon juice,0.50721
autumn punch,brut champagne,1
avalanche,giffard banane du brésil liqueur,2.02884
avalanche,dutch cacao white crème de cacao,1.01442
avalanche,disaronno amaretto,0.50721
avalanche,single cream / half-and-half,1.01442
avalanche,milk,1.01442
avalanche,banana,2.25
avalanche shot,coffee liqueur,0.50721
avalanche shot,dutch cacao white crème de cacao,0.50721
avalanche shot,southern usa-style liqueur 40%,0.50721
avenue,passion fruit,1.41
avenue,bourbon whiskey,1.01442
avenue,avallen calvados,1.01442
avenue,giffard grenadine syrup,0.253605
avenue,sugar syrup,0.16907
avenue,orange flower/blossom water,0.0422675
avenue,orange bitters by angostura,0.25
aviation cocktail (difford's recipe),rutte dry gin,1.775235
aviation cocktail (difford's recipe),luxardo maraschino liqueur,0.50721
aviation cocktail (difford's recipe),crème de violette liqueur,0.253605
aviation cocktail (difford's recipe),lemon juice,0.50721
aviation cocktail (difford's recipe),chilled water,0.253605
aviator no.1,rutte dry gin,2.02884
aviator no.1,luxardo maraschino liqueur,0.50721
aviator no.1,lemon juice,0.50721
aviator no.1,pasteurised egg white,0.50721
aviator no.1,giffard noir de bourgogne cassis,0.253605
awol,green melon liqueur,0.50721
awol,pineapple juice,0.50721
awol,ketel one vodka,0.50721
awol,white overproof rum,0.50721
azure cocktail,novo fogo silver cachaça,2.02884
azure cocktail,cinnamon schnapps & goldwasser liqueurs,0.253605
azure cocktail,apple juice,1.01442
azure cocktail,lime juice,0.50721
azure cocktail,sugar syrup,0.253605
b2c2,rémy martin 1738 cognac,1.01442
b2c2,bénédictine d.o.m.,1.01442
b2c2,de kuyper triple sec,1.01442
b2c2,brut champagne,1
b5200,coffee liqueur,0.50721
b5200,irish cream liqueur,0.50721
b5200,navy rum,0.50721
b-52 shot,coffee liqueur,0.50721
b-52 shot,irish cream liqueur,0.50721
b-52 shot,grand marnier or other cognac orange liqueur,0.50721
b-53 shot,coffee liqueur,0.50721
b-53 shot,irish cream liqueur,0.50721
b-53 shot,ketel one vodka,0.50721
b-54 shot,disaronno amaretto,0.50721
b-54 shot,coffee liqueur,0.50721
b-54 shot,irish cream liqueur,0.50721
b-55 shot,coffee liqueur,0.50721
b-55 shot,irish cream liqueur,0.50721
b-55 shot,la fée parisienne absinthe,0.50721
b-52 frozen,irish cream liqueur,1.01442
b-52 frozen,grand marnier or other cognac orange liqueur,1.01442
b-52 frozen,coffee liqueur,1.01442
b & b,bénédictine d.o.m.,1.52163
b & b,rémy martin 1738 cognac,1.52163
b. j. shot,grand marnier or other cognac orange liqueur,0.50721
b. j. shot,irish cream liqueur,0.50721
baby blue cocktail,rutte dry gin,1.52163
baby blue cocktail,de kuyper blue curaçao,0.760815
baby blue cocktail,grapefruit juice,0.33814
baby blue cocktail,pineapple juice,0.84535
baby guinness,coffee liqueur,1.01442
baby guinness,irish cream liqueur,0.50721
baby woo woo,ketel one vodka,0.50721
baby woo woo,peachtree peach schnapps,0.50721
baby woo woo,cranberry juice,0.50721
bacardi cocktail,bacardi carta blanca light rum,2.02884
bacardi cocktail,lime juice,0.50721
bacardi cocktail,giffard grenadine syrup,0.253605
bacardi cocktail,sugar syrup,0.16907
bahama mama,jamaican aged blended rum,0.50721
bahama mama,overproof aged rum,0.253605
bahama mama,coconut rum liqueur,0.253605
bahama mama,coconut liqueur,0.253605
bahama mama,coffee liqueur,0.253605
bahama mama,lemon juice,0.50721
bahama mama,pineapple juice,3.04326
bahamas daiquiri,overproof pot still rum,1.52163
bahamas daiquiri,coconut rum liqueur,0.760815
bahamas daiquiri,coffee liqueur,0.253605
bahamas daiquiri,pineapple juice,1.52163
bahamas daiquiri,lime juice,0.50721
bajan mojito,passion fruit,1.41
bajan mojito,mint leaves,0.8
bajan mojito,havana club 3 year old rum,2.02884
bajan mojito,lime juice,0.50721
bajan mojito,sugar syrup,0.50721
bajan mojito,passoã liqueur,0.253605
bajan passion,passion fruit,1.41
bajan passion,havana club 3 year old rum,1.52163
bajan passion,de kuyper apricot brandy liqueur,0.50721
bajan passion,lime juice,1.01442
bajan passion,sugar syrup,0.253605
bajan passion,vanilla sugar syrup,0.253605
bajito,mint leaves,0.6
bajito,basil leaves,0.6
bajito,bacardi carta blanca light rum,2.02884
bajito,lime juice,1.01442
bajito,sugar syrup,0.253605
balalaika,ketel one vodka,1.268025
balalaika,de kuyper triple sec,1.268025
balalaika,lemon juice,1.268025
bald eagle shot,giffard menthe pastille white crème de menthe,0.50721
bald eagle shot,patrón reposado tequila,0.760815
bald eagle,patrón reposado tequila,2.02884
bald eagle,grapefruit juice,0.760815
bald eagle,cranberry juice,0.50721
bald eagle,lime juice,0.253605
bald eagle,lemon juice,0.253605
bald eagle,sugar syrup,0.253605
bali trader,ketel one vodka,1.6907
bali trader,pisang ambon green banana liqueur,0.84535
bali trader,pineapple juice,0.84535
ballet russe,ketel one vodka,2.02884
ballet russe,giffard noir de bourgogne cassis,0.760815
ballet russe,lime juice,1.01442
ballet russe,sugar syrup,0.253605
baltic spring punch,peach,5
baltic spring punch,rose petal liqueur,1.52163
baltic spring punch,lemon juice,0.50721
baltic spring punch,sugar syrup,0.253605
baltic spring punch,brut champagne,1
baltimore egg nog,rémy martin 1738 cognac,1.01442
baltimore egg nog,dark/black/blackstrap rum,1.01442
baltimore egg nog,rainwater/verdelho med-dry madeira,0.50721
baltimore egg nog,egg,1.5
baltimore egg nog,sugar syrup,0.50721
baltimore egg nog,single cream / half-and-half,0.50721
baltimore egg nog,milk,0.50721
bamboo (with triple sec),fino sherry,1.52163
bamboo (with triple sec),martini extra dry vermouth,1.52163
bamboo (with triple sec),de kuyper triple sec,0.253605
bamboo (with triple sec),orange bitters by angostura,0.5
banana bliss,rémy martin 1738 cognac,1.01442
banana bliss,giffard banane du brésil liqueur,0.50721
banana bliss,oloroso sherry,0.33814
banana bliss,bob's abbotts bitters,0.25
banana boomer,ketel one vodka,1.01442
banana boomer,giffard banane du brésil liqueur,1.01442
banana boomer,de kuyper apricot brandy liqueur,0.50721
banana boomer,cherry heering cherry brandy liqueur,0.50721
banana boomer,orange juice,0.760815
banana boomer,pineapple juice,0.760815
banana colada,bacardi carta blanca light rum,2.02884
banana colada,giffard banane du brésil liqueur,0.50721
banana colada,pineapple juice,4.05768
banana colada,banana,4.5
banana colada,cream of coconut,1.01442
banana daiquiri,havana club 3 year old rum,2.02884
banana daiquiri,giffard banane du brésil liqueur,1.01442
banana daiquiri,lime juice,1.01442
banana daiquiri,banana,9
banana daiquiri,coconut milk,8.4535
banana daiquiri,lemon juice,1.01442
banana daiquiri,white caster sugar,4
banana daiquiri,ice cubes,4
banana daiquiri,bacardi carta blanca light rum,4.05768
banana daiquiri,malibu coconut liqueur,2.02884
banana so smoothie (non-alcoholic),greek yogurt,3.5
banana so smoothie (non-alcoholic),honey,1.5
banana so smoothie (non-alcoholic),banana,4.5
banana so smoothie (non-alcoholic),apple juice,3.04326
bananas & cream,giffard banane du brésil liqueur,2.02884
bananas & cream,disaronno amaretto,1.01442
bananas & cream,irish cream liqueur,1.01442
bananas & cream,single cream / half-and-half,1.01442
bananas & cream,milk,2.02884
banoffee cocktail,banana,1.13
banoffee cocktail,absolut vanilia vodka,1.52163
