Id,Label,Type,Glass,Origin_State,Origin_Country,Interest_Rating,Average_Time,Taste_Profile,CommunityID
green destiny,green destiny,Cocktail,Old-fashioned glass,Tennessee,United States,4.0,4.5,herby,1
honey vodka sour,honey vodka sour,Cocktail,Old-fashioned glass,,,4.0,4.5,honey,1
jamaican sunset,jamaican sunset,Cocktail,Collins glass,,Jamaica,4.0,4.5,tangy,5
jumpin' jack flash,jumpin' jack flash,Cocktail,Coupe glass,,,4.0,4.5,whisky,5
maiden's prayer,maiden's prayer,Cocktail,Coupe glass,,Poland,4.0,4.5,dry,5
maple leaf,maple leaf,Cocktail,Old-fashioned glass,,United States,4.0,4.5,vanilla,3
tango cocktail (from the bellagio),tango cocktail (from the bellagio),Cocktail,Martini glass,,,4.0,4.5,dry,5
webster martini,webster martini,Cocktail,Coupe glass,,,4.0,4.5,dry,3
picador,picador,Cocktail,Coupe glass,New Jersey,United States,4.0,4.5,earthy,5
oriental,oriental,Cocktail,Coupe glass,,Ireland,4.0,4.5,malty,3
rac cocktail,rac cocktail,Cocktail,Coupe glass,England,United Kingdom,4.0,4.5,dry,3
satin sheet,satin sheet,Cocktail,Coupe glass,,,4.0,4.5,earthy,5
elderflower cosmo,elderflower cosmo,Cocktail,Coupe glass,,,4.0,4.5,spirity,1
fur collar,fur collar,Cocktail,Coupe glass,,,4.0,4.5,spirity,1
satan's whiskers (curled),satan's whiskers (curled),Cocktail,Coupe glass,Malawi,Malawi,4.0,4.5,dry,3
green beast (pub version),green beast (pub version),Cocktail,Collins glass,Metropolitan France,France,4.0,4.5,watery,3
moon cocktail,moon cocktail,Cocktail,Coupe glass,Lazio,Italy,4.0,4.5,dry,3
eggs-cellent,eggs-cellent,Cocktail,Coupe glass,,Netherlands,4.0,4.5,creamy,3
it was all a dream,it was all a dream,Cocktail,Julep tin,,Dominican Republic,4.0,4.5,tangy,5
favola,favola,Cocktail,Coupe glass,,Italy,4.0,4.5,dry,1
transcontinental,transcontinental,Cocktail,Coupe glass,,,4.0,4.5,dry,3
bitter mai tai,bitter mai tai,Cocktail,Old-fashioned glass,,,3.95,4.5,buttery,4
caribbean cruise,caribbean cruise,Cocktail,Collins glass,,,3.9,4.5,pineapple,5
velvet maker,velvet maker,Cocktail,Coupe glass,,,3.9,4.5,vanilla,5
italian job no.1,italian job no.1,Cocktail,Collins glass,,,3.83,4.5,tarty,1
three miler,three miler,Cocktail,Martini glass,,,3.8,4.5,aromatic,5
the italian job cocktail,the italian job cocktail,Cocktail,Coupe glass,Piedmont,Italy,3.77,4.5,rummy,3
astor,astor,Cocktail,Coupe glass,Massachusetts,United States,3.75,4.5,dry,5
affogato cocktail,affogato cocktail,Cocktail,Nick & Nora glass,Calabria,Italy,3.75,4.5,fruity,0
novara,novara,Cocktail,Coupe glass,California,United States,3.7,4.5,dry,3
french maid,french maid,Cocktail,Collins glass,,France,3.53,4.5,aromatic,1
monte carlo imperial,monte carlo imperial,Cocktail,Martini glass,,,3.5,4.5,dry,1
tuscan mule,tuscan mule,Cocktail,Collins glass,,Italy,3.5,4.5,sweet,5
woodland punch,woodland punch,Cocktail,Collins glass,California,United States,3.5,4.5,sweet,5
prado,prado,Cocktail,Coupe glass,Washington,United States,3.5,4.5,earthy,5
act of violets,act of violets,Cocktail,Coupe glass,,,3.5,4.5,dry,1
myzo,myzo,Cocktail,Coupe glass,,,3.5,4.5,vanilla,1
avalanche,avalanche,Cocktail,Collins glass,,,3.35,4.5,tangy,0
bellissimo,bellissimo,Cocktail,Old-fashioned glass,Metropolitan France,France,3.0,4.5,nutty,1
suffragette,suffragette,Cocktail,Nick & Nora glass,,United Kingdom,,4.5,dry,3
toblerone cocktail,toblerone cocktail,Cocktail,Coupe glass,,Switzerland,4.35,4.4,old,0
queen's park swizzle,queen's park swizzle,Cocktail,Collins glass,Couva-Tabaquite-Talparo,Trinidad and Tobago,4.9,4.33,old,3
iron negroni,iron negroni,Cocktail,Old-fashioned glass,,,4.9,4.33,dry,3
apple pie shot,apple pie shot,Cocktail,Shot glass,,,4.83,4.33,tarty,0
grappa espresso martini,grappa espresso martini,Cocktail,Coupe glass,,Italy,4.83,4.33,fruity,0
amaretto sidecar,amaretto sidecar,Cocktail,Coupe glass,,,4.77,4.33,nutty,0
whisky fizz,whisky fizz,Cocktail,Collins glass,,,4.75,4.33,dry,1
green tea cocktail no.2,green tea cocktail no.2,Cocktail,Martini glass,,,4.75,4.33,dry,3
well oiled mai tai,well oiled mai tai,Cocktail,Double old-fashioned,Drochia District,Moldova,4.75,4.33,rummy,5
cherry fizz,cherry fizz,Cocktail,Fizz or Highball (8oz to 10oz),,Germany,4.75,4.33,tangy,1
mandarintini,mandarintini,Cocktail,Martini glass,Hong Kong,China,4.72,4.33,crispy,1
alabama slammer (shot),alabama slammer (shot),Cocktail,Shot glass,,,4.7,4.33,nutty,5
the witches,the witches,Cocktail,Coupe glass,,,4.7,4.33,spicy,3
peto martini,peto martini,Cocktail,Martini glass,,,4.67,4.33,dry,3
darren's pineapple & ginger cocktail,darren's pineapple & ginger cocktail,Cocktail,Martini glass,,,4.67,4.33,spirity,1
ang's cherry bakewell,ang's cherry bakewell,Cocktail,Coupe glass,,,4.63,4.33,creamy,0
cherry bakewell cocktail,cherry bakewell cocktail,Cocktail,Coupe glass,,United Kingdom,4.63,4.33,old,3
creamsicle,creamsicle,Cocktail,Coupe glass,Louisiana,United States,4.6,4.33,crispy,0
stephen's flying frenchman (absinthe espresso martini),stephen's flying frenchman (absinthe espresso martini),Cocktail,Coupe glass,,,4.6,4.33,milky,0
blue margarita,blue margarita,Cocktail,Coupe glass,,Spain,4.57,4.33,earthy,5
tripleberry,tripleberry,Cocktail,Martini glass,,,4.57,4.33,spirity,1
caribbean manhattan,caribbean manhattan,Cocktail,Coupe glass,,,4.57,4.33,rummy,4
triple berry,triple berry,Cocktail,Martini glass,,,4.57,4.33,tangy,4
ampersand cocktail,ampersand cocktail,Cocktail,Coupe glass,,,4.53,4.33,sweet,3
minty white lady cocktail,minty white lady cocktail,Cocktail,Coupe glass,,,4.53,4.33,dry,3
white elephant,white elephant,Cocktail,Coupe glass,New Mexico,United States,4.5,4.33,spirity,0
haydenistic,haydenistic,Cocktail,Martini glass,,,4.5,4.33,spirity,1
naughty german,naughty german,Cocktail,Nick & Nora glass,,Germany,4.5,4.33,herby,1
somewhere south of trinidad,somewhere south of trinidad,Cocktail,Old-fashioned glass,,,4.5,4.33,vanilla,3
ben hales's weissen sour,ben hales's weissen sour,Cocktail,Collins glass,,,4.5,4.33,malty,1
christmas velvet alexander,christmas velvet alexander,Cocktail,Coupe glass,,,4.47,4.33,creamy,3
bay breeze,bay breeze,Cocktail,Collins glass,Hawaii,United States,4.45,4.33,tangy,5
rum runner,rum runner,Cocktail,Hurricane glass,Florida,United States,4.4,4.33,pineapple,5
beach blonde,beach blonde,Cocktail,Collins glass,,Brazil,4.37,4.33,tangy,0
satan's whiskers (enroulée),satan's whiskers (enroulée),Cocktail,Coupe glass,,Italy,4.33,4.33,dry,3
satan's whiskers (marcelled),satan's whiskers (marcelled),Cocktail,Coupe glass,,Italy,4.33,4.33,dry,3
aged grappa espresso martini,aged grappa espresso martini,Cocktail,Coupe glass,,Italy,4.33,4.33,oaky,0
woo woo,woo woo,Cocktail,Old-fashioned glass,,,4.3,4.33,tangy,5
pegon's strasberi sling,pegon's strasberi sling,Cocktail,Sling glass,,,4.3,4.33,tangy,4
twelve mile limit,twelve mile limit,Cocktail,Old-fashioned glass,Michigan,United States,4.27,4.33,Unknown,4
angostura sour,angostura sour,Cocktail,Coupe glass,Quebec,Canada,4.25,4.33,citrusy,1
grunny,grunny,Cocktail,Coupe glass,,,4.25,4.33,old,5
jammy,jammy,Cocktail,Coupe glass,,,4.23,4.33,chocolatey,0
gin & sin,gin & sin,Cocktail,Martini glass,,,4.2,4.33,dry,3
apple mojito,apple mojito,Cocktail,Collins glass,,,4.17,4.33,dry,1
jacuzzi,jacuzzi,Cocktail,Flute glass,,France,4.17,4.33,fresh,5
alabazam,alabazam,Cocktail,Collins glass,,United States,4.17,4.33,aromatic,1
rose petalini,rose petalini,Cocktail,Martini glass,,,4.08,4.33,sweet,1
betsy ross,betsy ross,Cocktail,Coupe glass,,United States,4.03,4.33,aromatic,3
pompier,pompier,Cocktail,Highball (max 10oz/300ml),,France,4.0,4.33,salty,1
tequila alexander,tequila alexander,Cocktail,Coupe glass,,,3.95,4.33,earthy,0
quarter deck,quarter deck,Cocktail,Martini glass,New York,United States,3.85,4.33,dry,3
blue passion,blue passion,Cocktail,Old-fashioned glass,,,3.75,4.33,tangy,5
banana smoothie,banana smoothie,Cocktail,Sling glass,,Ireland,3.75,4.33,tangy,1
summer passion,summer passion,Cocktail,Highball (max 10oz/300ml),Metropolitan France,France,3.75,4.33,cola,4
citrus caipirovska,citrus caipirovska,Cocktail,Old-fashioned glass,,,3.7,4.33,fresh,1
orange whip,orange whip,Cocktail,Collins or Pineapple shell glass,,,3.45,4.33,tangy,4
aperol sour,aperol sour,Cocktail,Coupe glass,,Italy,4.82,4.25,citrusy,4
fall from the tree,fall from the tree,Cocktail,Coupe glass,New York,United States,4.6,4.25,fresh,1
espresso martini (simple 3 equal parts recipe),espresso martini (simple 3 equal parts recipe),Cocktail,Martini glass,England,Australia,4.57,4.25,spirity,0
lion's tail,lion's tail,Cocktail,Coupe glass,British Columbia,Canada,4.45,4.25,vanilla,3
olle's gin mint smash,olle's gin mint smash,Cocktail,Old-fashioned glass,,,4.45,4.25,aromatic,1
philippe's the italian job cocktail,philippe's the italian job cocktail,Cocktail,Coupe glass,,,4.33,4.25,rummy,4
bernice,bernice,Cocktail,Coupe glass,Leinster,Ireland,4.3,4.25,spirity,1
the journalist,the journalist,Cocktail,Coupe glass,,,4.0,4.25,dry,3
canary flip,canary flip,Cocktail,Coupe glass,,Netherlands,3.96,4.25,creamy,1
drowned out,drowned out,Cocktail,Collins glass,,,3.95,4.25,potent,5
adios motherfucker,adios motherfucker,Cocktail,Collins glass,,,4.83,4.2,tangy,5
raspberry caipirinha,raspberry caipirinha,Cocktail,Highball (max 10oz/300ml),,Brazil,4.36,4.2,watery,1
new york stone sour,new york stone sour,Cocktail,Old-fashioned glass,,,4.3,4.2,vanilla,1
russian qualude shot,russian qualude shot,Cocktail,Shot glass,,,3.95,4.2,licorice,1
garden folly,garden folly,Cocktail,Coupe glass,,Turkey,5.0,4.0,oily,3
judgement day,judgement day,Cocktail,Coupe glass,England,United Kingdom,3.9,4.0,sweet,1
genever collins,genever collins,Cocktail,Collins glass,,Africa,5.0,4.0,old,1
east india no.2,east india no.2,Cocktail,Coupe glass,,,5.0,4.0,aromatic,3
evita,evita,Cocktail,Martini glass,,,5.0,4.0,spirity,5
gin sour,gin sour,Cocktail,Old-fashioned glass,,,5.0,4.0,dry,1
julep (generic name),julep (generic name),Cocktail,Collins glass,Virginia,United States,5.0,4.0,brandy,1
lavender & black pepper cocktail,lavender & black pepper cocktail,Cocktail,Martini glass,,,5.0,4.0,spirity,1
margarita on-the-rocks (difford's recipe),margarita on-the-rocks (difford's recipe),Cocktail,Old-fashioned glass,,,5.0,4.0,earthy,5
singapore sling (baker's formula),singapore sling (baker's formula),Cocktail,Sling glass,,China,5.0,4.0,sweet,3
strawberry & balsamic mojito,strawberry & balsamic mojito,Cocktail,Collins glass,,,5.0,4.0,dry,1
tommy's margarita,tommy's margarita,Cocktail,Old-fashioned glass,,Mexico,5.0,4.0,earthy,5
frank sullivan cocktail,frank sullivan cocktail,Cocktail,Coupe glass,New York,United States,5.0,4.0,aromatic,3
giblet (tequila gimlet),giblet (tequila gimlet),Cocktail,Nick & Nora glass,,,5.0,4.0,smokey,5
daiquiri elixir,daiquiri elixir,Cocktail,Coupe glass,,Cuba,5.0,4.0,dry,5
the slope,the slope,Cocktail,Coupe glass,New York,United States,5.0,4.0,malty,3
the salty bird,the salty bird,Cocktail,Collins glass,,Australia,5.0,4.0,dry,5
blooded knees cocktail,blooded knees cocktail,Cocktail,Coupe glass,,,5.0,4.0,dry,3
singapore sling (dale degroff's recipe),singapore sling (dale degroff's recipe),Cocktail,Sling glass,Singapore,Singapore,5.0,4.0,dry,3
añejo old fashioned,añejo old fashioned,Cocktail,Old-fashioned glass,New York,United States,5.0,4.0,earthy,5
dublin minstrel,dublin minstrel,Cocktail,Nick & Nora glass,,Ireland,5.0,4.0,whisky,3
latest word,latest word,Cocktail,Coupe glass,,,5.0,4.0,old,3
marsala martini,marsala martini,Cocktail,Coupe glass,England,United Kingdom,5.0,4.0,dry,0
port of spain cocktail,port of spain cocktail,Cocktail,Coupe glass,California,United States,5.0,4.0,malty,1
pineapple & mint caipirinha,pineapple & mint caipirinha,Cocktail,Highball (max 10oz/300ml),,,5.0,4.0,watery,1
clarita,clarita,Cocktail,Coupe glass,,,5.0,4.0,old,0
pisco fruit cup (difford's cup no.9),pisco fruit cup (difford's cup no.9),Cocktail,Collins glass,,,5.0,4.0,spicy,3
cachaça fruit cup (difford's cup no.10),cachaça fruit cup (difford's cup no.10),Cocktail,Collins glass,Brașov,Romania,5.0,4.0,spicy,3
triple daiquiri,triple daiquiri,Cocktail,Coupe glass,,,5.0,4.0,old,5
improved whiskey cocktail,improved whiskey cocktail,Cocktail,Old-fashioned glass,,Europe,5.0,4.0,malty,3
21st century,21st century,Cocktail,Coupe glass,,,5.0,4.0,earthy,0
celery century,celery century,Cocktail,Coupe glass,,Ireland,5.0,4.0,fresh,6
californian margarita,californian margarita,Cocktail,Old-fashioned glass,California,United States,5.0,4.0,smokey,5
lavarello,lavarello,Cocktail,Old-fashioned glass,,Italy,5.0,4.0,watery,3
nuclear banana daiquiri,nuclear banana daiquiri,Cocktail,Poco grande,,,5.0,4.0,tangy,5
23rd century,23rd century,Cocktail,Nick & Nora glass,,United States,5.0,4.0,dry,4
kent's the last word cocktail,kent's the last word cocktail,Cocktail,Coupe glass,,,5.0,4.0,Unknown,4
steve's naked & famous,steve's naked & famous,Cocktail,Coupe glass,,,5.0,4.0,smokey,4
roland's dublin minstrel,roland's dublin minstrel,Cocktail,Nick & Nora glass,,Ireland,5.0,4.0,whisky,3
chris's ultima palabra,chris's ultima palabra,Cocktail,Coupe glass,,,5.0,4.0,sweet,4
mark's blood and sand (difford's recipe),mark's blood and sand (difford's recipe),Cocktail,Coupe glass,,,5.0,4.0,whiskey,4
lavender lady,lavender lady,Cocktail,Coupe glass,,,5.0,4.0,aromatic,4
lucy's watermelon daiquiri,lucy's watermelon daiquiri,Cocktail,Martini glass,,,5.0,4.0,sweet,5
james's barbary coast,james's barbary coast,Cocktail,Coupe glass,,,5.0,4.0,whiskey,4
dani's party batch margarita,dani's party batch margarita,Cocktail,Sour or Martini/Coupette glass,,,5.0,4.0,sweet,4
hulk,hulk,Cocktail,Old-fashioned glass,New York,United States,4.9,4.0,tropical,3
man o' war,man o' war,Cocktail,Old-fashioned glass,Kentucky,United States,4.9,4.0,malty,3
white russian christmas,white russian christmas,Cocktail,Coupe glass,,,4.88,4.0,spirity,0
chad's whiskey sour (difford's recipe),chad's whiskey sour (difford's recipe),Cocktail,Old-fashioned glass,,,4.87,4.0,vanilla,1
elderflower spritz,elderflower spritz,Cocktail,Collins glass,Trentino – Alto Adige/Südtirol,Italy,4.83,4.0,racy,1
mexican martini,mexican martini,Cocktail,Coupe glass,,Mexico,4.83,4.0,earthy,5
anand's batida rosa,anand's batida rosa,Cocktail,Collins glass,,,4.83,4.0,cola,4
alexandr's whiskey sour (difford's recipe),alexandr's whiskey sour (difford's recipe),Cocktail,Old-fashioned glass,,,4.83,4.0,vanilla,1
fuzzy navel,fuzzy navel,Cocktail,Collins glass,,United States,4.8,4.0,tangy,5
last palabra,last palabra,Cocktail,Coupe glass,,,4.8,4.0,earthy,5
scott 's espresso martini,scott 's espresso martini,Cocktail,Martini glass,,,4.8,4.0,chocolatey,0
bloody cherry,bloody cherry,Cocktail,Collins glass,,,4.78,4.0,juicy,3
jelly bean shot,jelly bean shot,Cocktail,Shot glass,,,4.77,4.0,licorice,0
sweet peach old-fashioned,sweet peach old-fashioned,Cocktail,Old-fashioned glass,,,4.76,4.0,vanilla,4
greta garbo,greta garbo,Cocktail,Coupe glass,,Cuba,4.75,4.0,dry,5
marny cocktail,marny cocktail,Cocktail,Martini glass,,,4.75,4.0,dry,3
pisco punch (difford's recipe),pisco punch (difford's recipe),Cocktail,Collins glass,,Peru,4.75,4.0,sweet,1
royal mojito,royal mojito,Cocktail,Collins glass,,,4.75,4.0,old,1
sakini,sakini,Cocktail,Martini glass,,,4.75,4.0,spirity,1
sloe gin fizz,sloe gin fizz,Cocktail,Highball (max 10oz/300ml),England,United Kingdom,4.75,4.0,dry,1
texsun,texsun,Cocktail,Coupe glass,,,4.75,4.0,malty,3
suffering bastard,suffering bastard,Cocktail,Tiki mug or collins,Cairo,Egypt,4.75,4.0,gingery,3
french 77,french 77,Cocktail,Flute glass,,France,4.75,4.0,fresh,1
tres amigos daiquiri,tres amigos daiquiri,Cocktail,Coupe glass,,,4.75,4.0,smokey,5
hi life spritz,hi life spritz,Cocktail,Highball (max 10oz/300ml),,,4.75,4.0,salty,1
negroni bianco,negroni bianco,Cocktail,Old-fashioned glass,,,4.75,4.0,dry,3
highland smash,highland smash,Cocktail,Old-fashioned glass,Nevada,United States,4.75,4.0,floral,6
vodka sour (no added sugar & low-calorie),vodka sour (no added sugar & low-calorie),Cocktail,Old-fashioned glass,,,4.75,4.0,spirity,1
perennial,perennial,Cocktail,Old-fashioned glass,Illinois,United States,4.75,4.0,tart,1
hugo,hugo,Cocktail,Old-fashioned glass,Trentino – Alto Adige/Südtirol,Italy,4.75,4.0,floral,1
brandy manhattan,brandy manhattan,Cocktail,Coupe glass,,,4.75,4.0,aromatic,3
ang's chocolate st. clements,ang's chocolate st. clements,Cocktail,Collins glass,,,4.75,4.0,tangy,5
will's bobby burns,will's bobby burns,Cocktail,Nick & Nora glass,,,4.75,4.0,whiskey,4
flannel,flannel,Cocktail,Old-fashioned glass,,,4.75,4.0,aromatic,5
alexandre's the salty bird,alexandre's the salty bird,Cocktail,Collins glass,,,4.75,4.0,Unknown,5
dominicana,dominicana,Cocktail,Coupe glass,,Dominican Republic,4.75,4.0,rummy,0
the green puritan,the green puritan,Cocktail,Martini glass,,,4.75,4.0,aromatic,4
patrick's bobby burns (difford's own),patrick's bobby burns (difford's own),Cocktail,Nick & Nora glass,,,4.75,4.0,whiskey,4
the conference,the conference,Cocktail,Old-fashioned glass,Scotland,United Kingdom,4.75,4.0,vanilla,3
green puritan,green puritan,Cocktail,Coupe glass,,,4.75,4.0,dry,3
cowboy derby,cowboy derby,Cocktail,Coupe glass,,,4.75,4.0,caramel,3
blue kamikaze,blue kamikaze,Cocktail,Shot glass,,Japan,4.7,4.0,spirity,5
lavender martini,lavender martini,Cocktail,Martini glass,,France,4.7,4.0,spirity,3
vanilla vodka sour,vanilla vodka sour,Cocktail,Flute glass,,,4.7,4.0,vanilla,0
elderflower mojito,elderflower mojito,Cocktail,Collins glass,,Cuba,4.7,4.0,dry,1
smoked maple,smoked maple,Cocktail,Coupe glass,,,4.7,4.0,malty,3
perfectly straight blood & sand,perfectly straight blood & sand,Cocktail,Coupe glass,,,4.7,4.0,tangy,3
columbo,columbo,Cocktail,Coupe glass,,France,4.7,4.0,dry,3
angela's elderflower martini no.2,angela's elderflower martini no.2,Cocktail,Martini glass,,,4.7,4.0,herby,4
pineapple lemon crush,pineapple lemon crush,Cocktail,Collins glass,,,4.7,4.0,sour,4
l'agreste,l'agreste,Cocktail,Double old-fashioned,Mendoza,Argentina,4.7,4.0,fruity,5
ashley's inside job cocktail,ashley's inside job cocktail,Cocktail,Old-fashioned glass,,,4.7,4.0,vanilla,4
sunday in the park,sunday in the park,Cocktail,Collins glass,,France,4.7,4.0,floral,3
mission bell,mission bell,Cocktail,Coupe glass,,United States,4.7,4.0,peppery,5
fog cutter (bramble style),fog cutter (bramble style),Cocktail,Old-fashioned glass,,United States,4.67,4.0,dry,3
parma violet spritz,parma violet spritz,Cocktail,Old-fashioned glass,,Germany,4.67,4.0,floral,1
velasco and sand,velasco and sand,Cocktail,Coupe glass,,Mexico,4.67,4.0,peppery,3
smokestack lightning,smokestack lightning,Cocktail,Coupe glass,,Canada,4.65,4.0,earthy,5
treacle no.2,treacle no.2,Cocktail,Old-fashioned glass,,,4.65,4.0,rummy,3
fairy cream,fairy cream,Cocktail,Coupe glass,,,4.65,4.0,sweet,0
batida,batida,Cocktail,Old-fashioned glass,,Brazil,4.65,4.0,Unknown,1
old acquaintance,old acquaintance,Cocktail,Coupe glass,,,4.65,4.0,dry,3
picante de la casa (soho house tonic),picante de la casa (soho house tonic),Cocktail,Old-fashioned glass,California,United States,4.65,4.0,earthy,5
bluzu sour,bluzu sour,Cocktail,Hurricane glass,,Japan,4.65,4.0,sweet,1
caffè americano,caffè americano,Cocktail,Collins glass,,United States,4.65,4.0,cola,4
pisco sour (difford's recipe),pisco sour (difford's recipe),Cocktail,Old-fashioned glass,,Peru,4.63,4.0,sweet,1
sake-tini no.2,sake-tini no.2,Cocktail,Martini glass,,,4.62,4.0,spirity,1
silver pineapple,silver pineapple,Cocktail,Coupe glass,,,4.62,4.0,old,5
irish frappé,irish frappé,Cocktail,Hurricane glass,Ontario,Canada,4.6,4.0,creamy,0
pomegranate cocktail,pomegranate cocktail,Cocktail,Martini glass,,Turkey,4.6,4.0,spirity,5
rosita,rosita,Cocktail,Old-fashioned glass,Hesse,Germany,4.6,4.0,earthy,3
saigon sling,saigon sling,Cocktail,Sling glass,,,4.6,4.0,dry,3
three petals,three petals,Cocktail,Coupe glass,,,4.6,4.0,floral,3
back to black,back to black,Cocktail,Old-fashioned glass,,,4.6,4.0,roasted,6
watermelon fruitini,watermelon fruitini,Cocktail,Martini glass,,,4.6,4.0,spirity,1
blushing bronx,blushing bronx,Cocktail,Coupe glass,,,4.6,4.0,aromatic,4
grand pini,grand pini,Cocktail,Martini glass,,,4.6,4.0,floral,4
